"","ville_principale","Code","Libellé","loyer_m2","logements_vacants","med_revenu","jeunes","densite_pop","nouveaux_menages","beneficiaires_rsa","metropole","si_paris","temps_tgv_paris"
"485","Nantes","44162","Saint-Herblain","13.1","5.4",23000,"8.9","1651.23","13.9","115.8","0","0",123
"486","Nantes","44166","Saint-Jean-de-Boiseau","12.2","4.4",24230,"5.8","524.74","13.2","42.6","0","0",123
"487","Nantes","44171","Saint-Léger-les-Vignes","11.9","4.4",25730,"6.2","316.31","9.3","14.9","0","0",123
"488","Nantes","44172","Sainte-Luce-sur-Loire","13.1","2.2",25940,"7.7","1362.02","12.1","56.6","0","0",123
"489","Nantes","44190","Saint-Sébastien-sur-Loire","13","3.9",25500,"8.1","2417.35","13.7","52.8","0","0",123
"490","Nantes","44194","Sautron","13","4.9",29660,"5.5","492.02","10.8","43.2","0","0",123
"491","Nantes","44198","Les Sorinières","12.9","3.9",25570,"7.9","694.69","13.4","53.9","0","0",123
"492","Nantes","44101","La Montagne","12.1","4.1",24140,"5.6","1802.22","10.4","44.8","0","0",123
"493","Nantes","44215","Vertou","13","4",27590,"7.2","728.35","11.4","33.6","0","0",123
"494","Nantes","44018","Bouaye","12.5","3.2",25390,"6.2","590.14","12.6","31.6","0","0",123
"495","Nantes","44204","Thouaré-sur-Loire","12.4","1.8",26560,"7.6","842.42","12.7","34.2","0","0",123
"496","Nice","06006","Aspremont","18.3","11.3",29450,"5.8","244.68","10.3","10.6","0","0",345
"497","Nice","06009","Bairols","13.4","3.4",NA,"2.4","8.16","13","0","0","0",345
"498","Nice","06011","Beaulieu-sur-Mer","24.5","7.1",23880,"4.7","4217.78","11.2","25.3","0","0",345
"499","Nice","06013","Belvédère","10.6","6.2",21380,"3.8","8.32","10.3","72.4","0","0",345
"500","Nice","06020","La Bollène-Vésubie","10.3","4.9",21550,"5.4","17.58","14.9","38.4","0","0",345
"501","Nice","06021","Bonson","13.4","7.8",24020,"8","106.87","11","21.2","0","0",345
"502","Nice","06025","Le Broc","11.7","10.9",25230,"6.5","76.45","10.4","27","0","0",345
"503","Nice","06027","Cagnes-sur-Mer","18.3","4.9",23940,"6.6","2921.11","13","46","0","0",345
"504","Nice","06032","Cap-d'Ail","27.8","7.7",26680,"6.1","2254","9.3","35","0","0",345
"505","Nice","06033","Carros","16.8","5.4",23480,"7.6","879.27","10.6","45.6","0","0",345
"506","Nice","06034","Castagniers","16","7.7",26050,"5.7","224.93","9.8","24.4","0","0",345
"507","Nice","06039","Châteauneuf-Villevieille","16","8.6",25730,"6.3","115.6","10.2","16.3","0","0",345
"508","Nice","06042","Clans","10.3","14.3",21960,"5.2","17.8","8.8","49.3","0","0",345
"509","Nice","06046","Colomars","18.8","5.3",28750,"6.5","520.45","7.2","11.9","0","0",345
"510","Nice","06054","Drap","16.1","9.5",21790,"6.5","952.36","19.8","72.9","0","0",345
"511","Nice","06055","Duranus","13.5","10.6",20110,"5.1","9.75","2.9","0","0","0",345
"512","Nice","06059","Èze","25.2","7.3",29970,"5.5","230.42","7.4","26.6","0","0",345
"513","Nice","06060","Falicon","18.3","4.3",32330,"4.9","405.96","7.3","8.3","0","0",345
"514","Nice","06064","Gattières","15.4","4.4",27110,"6.6","428.7","8","17.8","0","0",345
"515","Nice","06065","La Gaude","15.8","5.2",29390,"5.8","544.5","8.5","17.7","0","0",345
"516","Nice","06066","Gilette","13.4","8",24760,"8.6","157.65","9.4","9.7","0","0",345
"517","Nice","06072","Ilonse","10.3","3",NA,"2.8","3.5","4.4","0","0","0",345
"518","Nice","06073","Isola","10.6","1.7",21710,"3.2","6.66","12.6","24.6","0","0",345
"519","Nice","06074","Lantosque","10.3","19.3",21410,"6.3","26.79","9.4","69.6","0","0",345
"520","Nice","06075","Levens","14","7.2",25260,"6.2","172.74","10.6","26.8","0","0",345
"521","Nice","06080","Marie","13.4","6.6",NA,"2.9","7.09","5.1","0","0","0",345
"522","Nice","06088","Nice","18.1","13.7",21570,"9.3","4841.24","13.9","82.5","1","0",345
"523","Nice","06102","Rimplas","10.3","10.1",NA,"3","5.32","9.2","134.6","0","0",345
"524","Nice","06103","Roquebillière","10.6","8.2",21340,"5.4","70.08","10.7","32.4","0","0",345
"525","Nice","06109","La Roquette-sur-Var","13.4","11.6",23460,"6.3","236.25","7.2","25.9","0","0",345
"526","Nice","06110","Roubion","10.6","4.7",17360,"4.3","4.25","13.2","0","0","0",345
"527","Nice","06111","Roure","10.3","1.6",NA,"2.7","2.8","9.9","0","0","0",345
"528","Nice","06114","Saint-André-de-la-Roche","18.3","5.3",22450,"7.6","1993.79","13.9","32.9","0","0",345
"529","Nice","06117","Saint-Blaise","16","3.8",26960,"5.9","170.88","13.4","0","0","0",345
"530","Nice","06119","Saint-Dalmas-le-Selvage","10.3","5",NA,"4.8","1.28","5.2","0","0","0",345
"531","Nice","06120","Saint-Étienne-de-Tinée","10.6","3.3",23970,"3.9","7.72","12.4","0","0","0",345
"532","Nice","06121","Saint-Jean-Cap-Ferrat","24.2","3.5",25340,"5.7","588.4","10","11.5","0","0",345
"533","Nice","06122","Saint-Jeannet","15.2","6.9",27840,"6.2","294.73","12.5","22.9","0","0",345
"534","Nice","06123","Saint-Laurent-du-Var","17.8","9.7",24360,"6.4","3063.47","11.3","41.5","0","0",345
"535","Nice","06126","Saint-Martin-du-Var","15.6","5",24210,"7.8","602.68","13.2","26","0","0",345
"536","Nice","06127","Saint-Martin-Vésubie","10.6","5.2",21270,"4.8","14.26","11.9","41.1","0","0",345
"537","Nice","06129","Saint-Sauveur-sur-Tinée","10.6","11.2",22120,"5","9.32","13.4","0","0","0",345
"538","Nice","06144","La Tour","10.3","9.6",21370,"4.3","14.69","6.2","34.8","0","0",345
"539","Nice","06146","Tournefort","10.3","11.8",24490,"4.7","14.75","3.3","0","0","0",345
"540","Nice","06147","Tourrette-Levens","15.6","11.2",26240,"5.6","288.48","8.7","23.5","0","0",345
"541","Nice","06149","La Trinité","16.2","6.3",22350,"6.5","689.66","6.5","64","0","0",345
"542","Nice","06151","Utelle","10.3","9.9",22120,"4.5","12.41","13.6","29.8","0","0",345
"543","Nice","06153","Valdeblore","10.6","8.7",20870,"4.9","8.86","11.8","58.4","0","0",345
"544","Nice","06156","Venanson","10.3","7",19100,"4.3","10.28","15.5","0","0","0",345
"545","Nice","06157","Vence","16.7","9.2",25120,"5.5","495.28","13.6","40","0","0",345
"546","Nice","06159","Villefranche-sur-Mer","23.1","5.4",26690,"5.1","1018.16","9.6","40.3","0","0",345
"547","Orléans","45043","Bou","11.2","6.6",27720,"5.9","160.48","7.5","22.7","0","0",70
"548","Orléans","45072","Chanteau","11.4","2",26530,"6.4","56.44","5.6","24.9","0","0",70
"549","Orléans","45034","Boigny-sur-Bionne","11.2","2",26860,"5.3","279.2","5","22.5","0","0",70
"550","Orléans","45100","Combleux","12.3","6",33190,"6.4","454.55","6","0","0","0",70
"551","Orléans","45147","Fleury-les-Aubrais","11.7","5.7",21170,"7.3","2122.57","12.1","134.3","0","0",70
"552","Orléans","45075","La Chapelle-Saint-Mesmin","12","7.4",23880,"6.1","1135.33","8.8","63.7","0","0",70
"553","Orléans","45194","Mardié","12.5","6",26450,"5.5","174.05","9.6","29.7","0","0",70
"554","Orléans","45197","Marigny-les-Usages","11.2","5.1",27110,"5.5","187.42","9.3","4.4","0","0",70
"555","Orléans","45232","Olivet","12.2","4.8",27680,"14","976.71","18.3","37.8","0","0",70
"556","Orléans","45169","Ingré","11.9","4.7",24890,"6.7","468.99","11.2","69","0","0",70
"557","Orléans","45235","Ormes","13.3","4.9",25700,"6.5","239.39","8.4","26.4","0","0",70
"558","Orléans","45272","Saint-Cyr-en-Val","12.4","7.1",27790,"6.7","76.74","8.5","43.4","0","0",70
"559","Orléans","45274","Saint-Denis-en-Val","12.1","3.4",27310,"6.2","447.6","8.3","33.4","0","0",70
"560","Orléans","45282","Saint-Hilaire-Saint-Mesmin","11.3","9.1",28370,"5","221.13","10.8","34","0","0",70
"561","Orléans","45284","Saint-Jean-de-Braye","12.1","6",22100,"8.7","1583.94","11.9","105.5","0","0",70
"562","Orléans","45089","Chécy","11.6","4.9",25770,"5.4","568.26","8.6","48.1","0","0",70
"563","Orléans","45286","Saint-Jean-le-Blanc","12.3","4.9",26090,"8","1218.05","12","88.5","0","0",70
"564","Orléans","45298","Saint-Pryvé-Saint-Mesmin","12.2","7.2",25330,"6.2","694.94","11.3","63.4","0","0",70
"565","Orléans","45302","Saran","11.5","4.7",22590,"7.5","850.97","8.9","97.2","0","0",70
"566","Orléans","45308","Semoy","11.4","4.8",26890,"5","411.67","5.2","41.3","0","0",70
"567","Orléans","45234","Orléans","12.3","9.9",21370,"13.9","4240.62","19.9","122.4","1","0",70
"568","Orléans","45285","Saint-Jean-de-la-Ruelle","11.8","9.5",20010,"7.6","2720.33","9.7","138.6","0","0",70
"569","Paris","92073","Suresnes","24.5","6",31810,"7.6","12922.11","13.2","40.7","0","1",0
"570","Paris","92075","Vanves","24.1","7.3",30770,"9.9","17508.75","12.8","31","0","1",0
"571","Paris","92076","Vaucresson","21.5","6.4",41320,"7.9","2763.23","9.7","24.3","0","1",0
"572","Paris","92072","Sèvres","22.8","4.6",33680,"7.3","5799.49","12","42.4","0","1",0
"573","Paris","92078","Villeneuve-la-Garenne","18.4","3.2",18570,"9.2","7928.44","5.2","129.3","0","1",0
"574","Paris","93001","Aubervilliers","18.5","5.8",15330,"9.8","15529.48","14.5","227.8","0","1",0
"575","Paris","93005","Aulnay-sous-Bois","18","4.1",18710,"9.5","5316.98","9.5","175.5","0","1",0
"576","Paris","93006","Bagnolet","20.1","7.4",19060,"9.3","15140.77","13.1","148.1","0","1",0
"577","Paris","93007","Le Blanc-Mesnil","17","4.4",17460,"9.8","7192.22","10.1","177","0","1",0
"578","Paris","93008","Bobigny","17.6","4.8",16330,"10.3","8096.47","10.2","203.6","0","1",0
"579","Paris","93010","Bondy","17.1","7.9",17210,"8.8","9619.09","8.9","227.6","0","1",0
"580","Paris","75056","Paris","29.1","9.5",29730,"11","20238.24","15.6","0","1","1",0
"581","Paris","93014","Clichy-sous-Bois","15.5","5.5",15260,"10.2","7433.75","7.5","264.6","0","1",0
"582","Paris","93015","Coubron","16.6","7.9",27100,"6.8","1234.88","9.3","68.7","0","1",0
"583","Paris","93027","La Courneuve","17.5","4.6",15150,"10.1","6288","10.7","178.3","0","1",0
"584","Paris","93029","Drancy","17.4","6.7",18660,"8.9","9149.1","9.7","210.4","0","1",0
"585","Paris","93030","Dugny","16.7","5.6",17070,"10.5","2904.62","9.3","212.6","0","1",0
"586","Paris","93031","Épinay-sur-Seine","16.5","6.4",17880,"9.5","11628.04","9.8","167.3","0","1",0
"587","Paris","93032","Gagny","16.9","5.1",23090,"8.6","5910.15","9.6","118.9","0","1",0
"588","Paris","93033","Gournay-sur-Marne","17.6","6",29930,"6.8","4048.24","9.3","43.8","0","1",0
"589","Paris","93039","L'Île-Saint-Denis","18","4.2",17740,"10.1","4813.33","7.5","172.2","0","1",0
"590","Paris","93045","Les Lilas","22.8","7.7",25490,"7.7","18053.08","11.7","84.9","0","1",0
"591","Paris","93046","Livry-Gargan","17","6.9",21750,"8","6220","11.5","158.3","0","1",0
"592","Paris","93047","Montfermeil","16.6","3.7",20870,"9.4","5181.48","7.7","193","0","1",0
"593","Paris","93013","Le Bourget","17.6","10.8",17230,"8.9","7062.86","12.8","155.9","0","1",0
"594","Paris","93049","Neuilly-Plaisance","19.1","5.7",26590,"9.1","6298.53","12.8","77.7","0","1",0
"595","Paris","93050","Neuilly-sur-Marne","16.9","3.7",21000,"8.5","5439.28","10.2","123.9","0","1",0
"596","Paris","93051","Noisy-le-Grand","18.1","5",23490,"9","5455.35","11.4","110.3","0","1",0
"597","Paris","93053","Noisy-le-Sec","17.8","5.9",18450,"8.7","9218.8","9.8","162.9","0","1",0
"598","Paris","93055","Pantin","21","4.2",19740,"8.3","12160","13.2","133.3","0","1",0
"599","Paris","93057","Les Pavillons-sous-Bois","16.8","7.5",21890,"8.7","8332.76","13.6","149.2","0","1",0
"600","Paris","93059","Pierrefitte-sur-Seine","17.1","5.7",16080,"10.1","9523.24","11.1","200.8","0","1",0
"601","Paris","93061","Le Pré-Saint-Gervais","21.2","8.2",21600,"8.4","24092.86","13.8","107.9","0","1",0
"602","Paris","93062","Le Raincy","18.3","8.1",28820,"8.3","6762.27","14.1","77.1","0","1",0
"603","Paris","93063","Romainville","18.7","6.1",21110,"7.9","9784.12","9.6","149.7","0","1",0
"604","Paris","93064","Rosny-sous-Bois","18.3","8.7",21820,"8.5","7738.14","12.8","148.4","0","1",0
"605","Paris","93066","Saint-Denis","18.4","6.5",16620,"11","9188.87","12.8","185","0","1",0
"606","Paris","93048","Montreuil","20.6","5.8",21150,"8.6","12523.03","12.2","155","0","1",0
"607","Paris","93071","Sevran","17","4.7",17300,"9.5","7102.05","7.3","185.1","0","1",0
"608","Paris","93072","Stains","17","6.1",16130,"9.8","7473.89","8.3","215.8","0","1",0
"609","Paris","93073","Tremblay-en-France","16.6","4.7",21420,"9.1","1663.88","9.8","113.6","0","1",0
"610","Paris","93074","Vaujours","16.2","8.1",23430,"8.5","1967.89","11.2","120.9","0","1",0
"611","Paris","93077","Villemomble","18","6.9",23920,"8.1","7583","11.3","115.8","0","1",0
"612","Paris","92077","Ville-d'Avray","22.3","6.9",38490,"7.7","2890.27","11.7","22.5","0","1",0
"613","Paris","93079","Villetaneuse","16","6",16640,"11","5505.65","10.1","192.5","0","1",0
"614","Paris","94001","Ablon-sur-Seine","16.9","8.8",24000,"7.7","5405.45","11.5","75.4","0","1",0
"615","Paris","94002","Alfortville","19.7","8.2",22360,"8.1","12174.59","11.5","120.1","0","1",0
"616","Paris","94003","Arcueil","21","6.5",23560,"10.8","9372.61","13.4","105.7","0","1",0
"617","Paris","94004","Boissy-Saint-Léger","17.6","5.5",21400,"10.7","1974.16","12.6","116","0","1",0
"618","Paris","94011","Bonneuil-sur-Marne","17.9","3.6",19530,"10.1","3409.09","7.7","134.4","0","1",0
"619","Paris","94015","Bry-sur-Marne","19.3","5.7",31250,"9.2","5117.65","11.2","50.1","0","1",0
"620","Paris","94016","Cachan","20.6","5.4",25800,"14.4","11330.37","12.4","71.2","0","1",0
"621","Paris","94017","Champigny-sur-Marne","17.9","5.5",21260,"9.6","6878.23","9.2","140.4","0","1",0
"622","Paris","94018","Charenton-le-Pont","25","7.8",30250,"8.2","15497.37","11.7","53","0","1",0
"623","Paris","94019","Chennevières-sur-Marne","17.9","5.9",23910,"8.4","3465.47","10.7","107.1","0","1",0
"624","Paris","94021","Chevilly-Larue","18.7","5.3",22100,"8.2","4839.52","8.2","101.6","0","1",0
"625","Paris","94022","Choisy-le-Roi","18.2","5.3",20840,"9.6","8542.41","10.8","120.8","0","1",0
"626","Paris","94028","Créteil","18.8","3.7",21270,"10.4","8086","12.3","135.2","0","1",0
"627","Paris","94033","Fontenay-sous-Bois","21.3","7.6",25750,"7.9","9252.14","10.3","91","0","1",0
"628","Paris","94034","Fresnes","18.1","6.2",23940,"10.1","7994.44","10.6","75.5","0","1",0
"629","Paris","94037","Gentilly","21.9","6.3",22390,"12","15873.33","14.8","114.6","0","1",0
"630","Paris","94038","L'Haÿ-les-Roses","18.4","6.9",24990,"8.7","8049.23","10","81.8","0","1",0
"631","Paris","94041","Ivry-sur-Seine","21","6.3",19680,"12.7","10491.97","15","117.4","0","1",0
"632","Paris","94042","Joinville-le-Pont","21.8","4.5",29100,"8.7","8875.22","10.5","60.4","0","1",0
"633","Paris","94043","Le Kremlin-Bicêtre","21.6","8.9",23910,"12.2","16253.33","14.6","96.6","0","1",0
"634","Paris","94044","Limeil-Brévannes","17.3","6",22550,"8.4","4057.83","14.7","109.4","0","1",0
"635","Paris","94046","Maisons-Alfort","21.2","6.4",28010,"9.2","10956.23","11.6","49.9","0","1",0
"636","Paris","94047","Mandres-les-Roses","16.4","5.3",28200,"7.7","1462.12","9.9","44.5","0","1",0
"637","Paris","94048","Marolles-en-Brie","17.6","2.8",32140,"8.1","1019.35","7.2","34.3","0","1",0
"638","Paris","94052","Nogent-sur-Marne","22","8.4",33240,"7.2","11954.29","12.8","51.5","0","1",0
"639","Paris","94053","Noiseau","16.8","4.4",28950,"7.5","1024.44","8.3","36.9","0","1",0
"640","Paris","94054","Orly","17.4","4.7",19610,"9","3654.03","10.5","156.2","0","1",0
"641","Paris","94055","Ormesson-sur-Marne","17.6","5.2",29610,"7.5","3100","6.3","36.7","0","1",0
"642","Paris","94056","Périgny","15.6","2.1",29480,"8.7","973.21","13.8","44.7","0","1",0
"643","Paris","94058","Le Perreux-sur-Marne","20.6","8.5",31180,"7.2","8553.25","12.2","48.3","0","1",0
"644","Paris","94059","Le Plessis-Trévise","17.2","1.4",26100,"7.9","4701.86","10.6","68.2","0","1",0
"645","Paris","94060","La Queue-en-Brie","17.2","3.3",25520,"9.2","1313.15","9.3","61.4","0","1",0
"646","Paris","93070","Saint-Ouen-sur-Seine","20.3","10.3",20440,"9.8","12373.72","14.2","124.5","0","1",0
"647","Paris","94067","Saint-Mandé","26.7","8.7",36180,"7.4","23550","12.3","42.8","0","1",0
"648","Paris","94068","Saint-Maur-des-Fossés","20.9","6.1",32730,"7.9","6735.8","11","49.2","0","1",0
"649","Paris","94069","Saint-Maurice","22.9","8",28510,"7.8","10430.71","14.2","51","0","1",0
"650","Paris","94070","Santeny","17.4","3.5",30540,"8.4","404.34","8","49.1","0","1",0
"651","Paris","94071","Sucy-en-Brie","17.9","0.5",28120,"8.6","2655.96","7.8","64.1","0","1",0
"652","Paris","93078","Villepinte","16.7","4.3",19060,"9.9","3723.56","9.1","150.2","0","1",0
"653","Paris","91027","Athis-Mons","16.4","5.9",22380,"8","4211.86","11","97.1","0","1",0
"654","Paris","91326","Juvisy-sur-Orge","17","6",23520,"9.1","8374.55","16.9","62.5","0","1",0
"655","Paris","91432","Morangis","17","6.3",26260,"8.2","2752.29","9.9","61.3","0","1",0
"656","Paris","91479","Paray-Vieille-Poste","16.8","8.4",25300,"7.8","1289.84","9","76.5","0","1",0
"657","Paris","91589","Savigny-sur-Orge","16.6","7.8",25590,"8.8","5338.71","11.1","68.6","0","1",0
"658","Paris","91687","Viry-Châtillon","16","11.4",21860,"7.7","5089.34","10.8","101.9","0","1",0
"659","Paris","92002","Antony","20.3","6.5",32000,"8.4","6586.67","11.5","40","0","1",0
"660","Paris","92004","Asnières-sur-Seine","22.3","9.4",28370,"8.6","18679.58","14.5","63.8","0","1",0
"661","Paris","92007","Bagneux","20.6","4.4",21040,"9.6","10404.52","10.5","98.8","0","1",0
"662","Paris","92009","Bois-Colombes","22.1","6.7",32650,"8.5","15665.79","14.1","34.7","0","1",0
"663","Paris","92012","Boulogne-Billancourt","26.6","6.8",35040,"8.3","19323.87","14.9","30.1","0","1",0
"664","Paris","92014","Bourg-la-Reine","22.1","7.6",33700,"9.3","10952.63","12.9","39.3","0","1",0
"665","Paris","92019","Châtenay-Malabry","20.2","6.2",27140,"8.9","5452.81","10.5","52.3","0","1",0
"666","Paris","92020","Châtillon","21.9","5.6",30550,"8.1","12681.72","12.3","45.3","0","1",0
"667","Paris","92022","Chaville","21.1","6.8",32290,"8.7","5711.71","13.6","32.8","0","1",0
"668","Paris","92023","Clamart","21.1","6.2",29920,"8.5","6192.16","11.7","53","0","1",0
"669","Paris","92024","Clichy","24.1","4.6",22410,"9.3","20919.03","15.1","73","0","1",0
"670","Paris","92025","Colombes","20.8","6.1",25100,"8.8","11393.59","11.8","82.5","0","1",0
"671","Paris","92026","Courbevoie","24.5","9",32080,"8.9","19408.57","13.6","39.9","0","1",0
"672","Paris","92032","Fontenay-aux-Roses","20.3","5.3",26990,"9.4","9908.8","11.6","61.6","0","1",0
"673","Paris","92033","Garches","21.6","6.5",36150,"7.5","6628.89","10.4","26.5","0","1",0
"674","Paris","92035","La Garenne-Colombes","23","7.6",33090,"7.8","16628.89","14.9","25.2","0","1",0
"675","Paris","92036","Gennevilliers","19.6","4.4",18380,"9.3","4259.48","8.6","127.9","0","1",0
"676","Paris","92040","Issy-les-Moulineaux","25.7","6.6",33650,"8","16328.57","14.2","29.5","0","1",0
"677","Paris","92044","Levallois-Perret","27.9","6.4",34500,"8.8","28337.08","16.5","26.9","0","1",0
"678","Paris","92046","Malakoff","23.1","5.3",25810,"9.9","14424.76","12.3","68.8","0","1",0
"679","Paris","92047","Marnes-la-Coquette","22.1","7.1",41740,"8.5","498.57","7.6","18.2","0","1",0
"680","Paris","92048","Meudon","21.6","6.1",30680,"7.1","4681.01","10.4","42.3","0","1",0
"681","Paris","92049","Montrouge","24.1","7.8",30500,"9.3","22693.81","13.8","41.6","0","1",0
"682","Paris","92050","Nanterre","21.6","4.7",21620,"10.7","7979.59","12.5","119.1","0","1",0
"683","Paris","92051","Neuilly-sur-Seine","31.2","8.5",48010,"8.1","16018.11","14","25.2","0","1",0
"684","Paris","92060","Le Plessis-Robinson","21.5","3.9",31000,"6.7","8596.47","10.8","25.1","0","1",0
"685","Paris","92062","Puteaux","25","8.9",30980,"7.7","13647.5","14.9","36.3","0","1",0
"686","Paris","92063","Rueil-Malmaison","22.1","6.8",32980,"7.3","5318.78","11.4","39.6","0","1",0
"687","Paris","92064","Saint-Cloud","24.3","7.1",39760,"7.5","3911.45","12","26.4","0","1",0
"688","Paris","92071","Sceaux","22.4","3.7",36010,"11.4","5691.11","13.6","36.8","0","1",0
"689","Paris","95018","Argenteuil","17.8","6.6",19350,"8.5","6233.78","11.5","157.3","0","1",0
"690","Paris","94074","Valenton","16.8","2.6",17690,"9.5","2732.45","9.2","180","0","1",0
"691","Paris","94075","Villecresnes","17.6","3",27830,"7.8","2078.93","9.3","65.5","0","1",0
"692","Paris","94076","Villejuif","20","6.3",21950,"12.2","10896.79","12.4","106.1","0","1",0
"693","Paris","94073","Thiais","18.2","4",24670,"8.4","4858.91","13.9","92.2","0","1",0
"694","Paris","94078","Villeneuve-Saint-Georges","15.8","7.3",16960,"11","4033.18","11.8","190.5","0","1",0
"695","Paris","94079","Villiers-sur-Marne","17.7","4",24020,"8.9","7132.33","11.7","91.6","0","1",0
"696","Paris","94080","Vincennes","26.8","6.5",34880,"7.3","25683.16","15.5","41.3","0","1",0
"697","Paris","94077","Villeneuve-le-Roi","17.6","3.3",22380,"9","2515.36","9.5","114.9","0","1",0
"698","Paris","94065","Rungis","18.6","6.1",29770,"8.4","1344.52","14.3","46.4","0","1",0
"699","Paris","94081","Vitry-sur-Seine","18.9","4.8",19490,"9.8","8222.65","10.3","132.9","0","1",0
"700","Rennes","35001","Acigné","12.3","4.7",25850,"7.4","232.7","11.4","42.3","0","0",85
"701","Rennes","35024","Betton","11.7","3.8",26890,"7.5","475.47","11.4","46.4","0","0",85
"702","Rennes","35039","Brécé","11.1","2.9",24510,"6.7","298.19","8.6","35.4","0","0",85
"703","Rennes","35047","Bruz","12.1","3.3",25250,"12.6","655.03","17.3","52.5","0","0",85
"704","Rennes","35051","Cesson-Sévigné","12.8","4.1",29450,"13.3","551.9","17.4","32.9","0","0",85
"705","Rennes","35032","Bourgbarré","11.3","4.1",24630,"6.8","322.54","14.3","32.1","0","0",85
"706","Rennes","35058","La Chapelle-Chaussée","10.8","5.4",23890,"5.9","87.84","7.4","24.9","0","0",85
"707","Rennes","35059","La Chapelle-des-Fougeretz","12","5",25490,"7","529.2","10.7","38","0","0",85
"708","Rennes","35065","La Chapelle-Thouarault","11.3","4.2",23720,"7.2","296.32","8.5","57.2","0","0",85
"709","Rennes","35066","Chartres-de-Bretagne","12.3","5.7",23890,"9.1","832.02","21.7","86.3","0","0",85
"710","Rennes","35076","Chavagne","11.8","5.7",24610,"6.8","356.05","13.7","46.4","0","0",85
"711","Rennes","35079","Chevaigné","10.3","3.4",26570,"6.9","229.61","9.5","25.9","0","0",85
"712","Rennes","35080","Cintré","11.3","6.7",24600,"7.2","305.18","11.1","33.4","0","0",85
"713","Rennes","35081","Clayes","11.4","8.9",24420,"8","217.91","12","24.8","0","0",85
"714","Rennes","35088","Corps-Nuds","11.2","5.1",23570,"6.5","156.77","10","38.1","0","0",85
"715","Rennes","35120","Gévezé","12","5.7",25190,"6.3","214.18","16.4","34.5","0","0",85
"716","Rennes","35131","L'Hermitage","11.4","4.2",24040,"7.6","690","14.8","72.3","0","0",85
"717","Rennes","35139","Laillé","11","4.6",26950,"6.5","160.34","12.8","35.6","0","0",85
"718","Rennes","35144","Langan","10.8","5.5",22890,"4.5","137.82","11","45.3","0","0",85
"719","Rennes","35180","Miniac-sous-Bécherel","10","5.8",22430,"5.3","58.53","10.9","0","0","0",85
"720","Rennes","35189","Montgermont","12.5","3.7",25860,"7.6","785.53","17.4","63.7","0","0",85
"721","Rennes","35196","Mordelles","12.6","4.9",23950,"8","256.98","15.1","45.8","0","0",85
"722","Rennes","35204","Nouvoitou","11.6","2.9",25160,"6","188.04","9.7","22.5","0","0",85
"723","Rennes","35206","Noyal-Châtillon-sur-Seiche","12.1","4",24960,"8.6","287.96","17.6","64.9","0","0",85
"724","Rennes","35208","Orgères","11.3","7.2",24350,"6.7","335.64","9.4","46.5","0","0",85
"725","Rennes","35210","Pacé","12.1","3",28450,"8.5","341.49","11.3","34.6","0","0",85
"726","Rennes","35216","Parthenay-de-Bretagne","11.4","5.8",24750,"6.9","373.54","11.9","29.9","0","0",85
"727","Rennes","35238","Rennes","14","6.7",22770,"21.1","4465.89","23.4","111.7","1","0",85
"728","Rennes","35240","Le Rheu","12.2","4.8",24780,"10","504.5","15.5","47.8","0","0",85
"729","Rennes","35245","Romillé","10.8","5.3",24370,"6.9","143.52","11.8","19.2","0","0",85
"730","Rennes","35250","Saint-Armel","11.7","5.6",24090,"8.2","291.15","17.6","39.5","0","0",85
"731","Rennes","35266","Saint-Erblon","12.2","4.3",24550,"7.3","317.98","14.5","57.5","0","0",85
