"","ville_principale","Code","Libellé","loyer_m2","logements_vacants","med_revenu","jeunes","densite_pop","nouveaux_menages","beneficiaires_rsa","metropole","si_paris","temps_tgv_paris"
"732","Rennes","35275","Saint-Gilles","11.4","3.5",24910,"6.5","260.97","11.7","43.9","0","0",85
"733","Rennes","35278","Saint-Grégoire","12.9","5.5",31110,"8.1","568.61","14.8","30.2","0","0",85
"734","Rennes","35281","Saint-Jacques-de-la-Lande","12.7","3.7",21730,"11","1157.29","17.9","80.4","0","0",85
"735","Rennes","35315","Saint-Sulpice-la-Forêt","9.6","3.2",27370,"4.9","223.73","7.9","26.5","0","0",85
"736","Rennes","35334","Thorigné-Fouillard","11.8","3.2",28380,"6.2","631.03","12.7","31.9","0","0",85
"737","Rennes","35351","Le Verger","11.3","3.2",23780,"6.9","202.71","9.8","37.7","0","0",85
"738","Rennes","35352","Vern-sur-Seiche","12.1","3.8",26480,"7.9","417.92","14.6","41","0","0",85
"739","Rennes","35022","Bécherel","10","12",21270,"6.4","1150","15.9","71","0","0",85
"740","Rennes","35363","Pont-Péan","11.5","4.8",25170,"8.3","492.61","12.2","33.4","0","0",85
"741","Rennes","35055","Chantepie","12.5","5.3",24870,"8.6","852.67","11.4","68.1","0","0",85
"742","Rennes","35353","Vezin-le-Coquet","12.7","3.1",24540,"9.4","802.15","13.3","65.1","0","0",85
"743","Rouen","76039","Les Authieux-sur-le-Port-Saint-Ouen","11.2","3.3",31250,"5.7","273.33","5.8","13.3","0","0",85
"744","Rouen","76056","Bardouville","10.3","4.1",23750,"6.7","71.16","5.8","0","0","0",85
"745","Rouen","76020","Anneville-Ambourville","10.9","2.6",23630,"6.2","57.54","5.3","29.2","0","0",85
"746","Rouen","76212","Darnétal","13.2","8.6",19340,"11.7","1987.35","19.5","178.6","0","0",85
"747","Rouen","76216","Déville-lès-Rouen","12","5.8",19820,"11.8","3357.81","17.3","163","0","0",85
"748","Rouen","76222","Duclair","12.1","10.7",22810,"6.8","402","11.8","57.1","0","0",85
"749","Rouen","76005","Amfreville-la-Mi-Voie","11.3","6.9",22480,"10.3","845.13","16","111.1","0","0",85
"750","Rouen","76237","Épinay-sur-Duclair","11.6","3.9",23170,"6.8","77.73","10.3","14.2","0","0",85
"751","Rouen","76273","Fontaine-sous-Préaux","12","0.9",28460,"5.2","160.86","8.6","0","0","0",85
"752","Rouen","76282","Freneuse","12.3","3.5",26440,"5.4","310.62","4.8","35.6","0","0",85
"753","Rouen","76231","Elbeuf","9.8","17.8",17120,"10.4","978.59","19.8","291.2","0","0",85
"754","Rouen","76319","Grand-Couronne","11.3","6.4",21100,"7.2","575.5","8.8","155.6","0","0",85
"755","Rouen","76322","Le Grand-Quevilly","12.3","2.8",20510,"7.2","2340.09","9.7","100.5","0","0",85
"756","Rouen","76350","Hautot-sur-Seine","10.8","4.4",25350,"5.3","180","6","20.4","0","0",85
"757","Rouen","76313","Gouy","11.2","4.6",28970,"5.7","179","7.9","0","0","0",85
"758","Rouen","76366","Le Houlme","13.1","5.7",21270,"8.2","1377.67","13.1","117.3","0","0",85
"759","Rouen","76367","Houppeville","13","3.8",28650,"5.3","138.65","6.4","29","0","0",85
"760","Rouen","76377","Isneauville","12.5","4.9",31100,"5.8","445.98","10.8","18.7","0","0",85
"761","Rouen","76378","Jumièges","10.9","6.9",24060,"5","91.81","6.1","19.5","0","0",85
"762","Rouen","76391","La Londe","9.7","4.7",27440,"4.9","76.19","6.7","17.3","0","0",85
"763","Rouen","76402","Malaunay","12","4.9",22540,"6.7","667.72","8.4","67.4","0","0",85
"764","Rouen","76410","Maromme","11.9","7.3",18590,"8.2","2756","13.2","184.5","0","0",85
"765","Rouen","76429","Le Mesnil-Esnard","12.7","4.4",28210,"7.2","1564.71","11.4","51.2","0","0",85
"766","Rouen","76436","Le Mesnil-sous-Jumièges","10.9","6.2",25990,"6.5","90.29","7.4","51.7","0","0",85
"767","Rouen","76448","Montmain","11.4","2.6",26740,"5.2","241.33","5.6","16.3","0","0",85
"768","Rouen","76451","Mont-Saint-Aignan","12.7","6.2",28790,"19.8","2540","19.7","56.4","0","0",85
"769","Rouen","76457","Moulineaux","10.4","6.2",22970,"9","266.29","11.1","82","0","0",85
"770","Rouen","76354","Hénouville","12","3.9",28850,"3.6","128.88","3.7","12.7","0","0",85
"771","Rouen","76474","Notre-Dame-de-Bondeville","12.1","7.3",22570,"9","1104.29","12.7","115.9","0","0",85
"772","Rouen","76475","Franqueville-Saint-Pierre","12.4","4.6",28970,"6.7","705.47","8.8","37","0","0",85
"773","Rouen","76484","Oissel","9.9","5.9",20400,"10","557.07","10.2","148.2","0","0",85
"774","Rouen","76486","Orival","8.7","9.8",23850,"6.7","89.58","8.2","53.4","0","0",85
"775","Rouen","76497","Petit-Couronne","10.9","5.3",21220,"8.7","678.75","11.2","141","0","0",85
"776","Rouen","76069","Belbeuf","11.1","7.6",30040,"5.5","346","6.3","18.6","0","0",85
"777","Rouen","76088","Berville-sur-Seine","10.9","6.1",22190,"8.7","77.57","7.3","29.7","0","0",85
"778","Rouen","76095","Bihorel","12.4","7.5",25600,"7.8","3279.6","12.7","87.4","0","0",85
"779","Rouen","76103","Bonsecours","12.6","4.9",26900,"6.7","1698.68","12.4","60.2","0","0",85
"780","Rouen","76108","Bois-Guillaume","12.7","5.6",32370,"7.2","1620.68","13.5","29.1","0","0",85
"781","Rouen","76116","Boos","11.3","3.7",25620,"6.4","285.07","9.9","27.4","0","0",85
"782","Rouen","76131","La Bouille","10.3","13.6",23950,"6.2","546.15","16.7","65.8","0","0",85
"783","Rouen","76157","Canteleu","11.2","8.3",18480,"9.1","793.52","12","185.8","0","0",85
"784","Rouen","76165","Caudebec-lès-Elbeuf","9.7","11.8",19660,"8.1","2739.19","12.3","199.6","0","0",85
"785","Rouen","76178","Cléon","9.7","11.7",19240,"7.7","754.92","12","207.1","0","0",85
"786","Rouen","76591","Saint-Jacques-sur-Darnétal","11.9","4.6",27720,"5.1","188.74","8.5","19.2","0","0",85
"787","Rouen","76599","Saint-Léger-du-Bourg-Denis","11.5","5.5",24510,"8.5","1300.36","11.9","78.5","0","0",85
"788","Rouen","76608","Sainte-Marguerite-sur-Duclair","11","3",25590,"6.2","278.36","5.9","19.6","0","0",85
"789","Rouen","76614","Saint-Martin-de-Boscherville","10.9","4.5",32010,"5.1","119.46","5.4","11.7","0","0",85
"790","Rouen","76617","Saint-Martin-du-Vivier","13.4","2.8",36360,"5.6","334.4","6.5","5.4","0","0",85
"791","Rouen","76631","Saint-Paër","11.6","4.4",25090,"5","70.98","4.8","25.8","0","0",85
"792","Rouen","76634","Saint-Pierre-de-Manneville","10.8","4.5",26100,"3.3","86.08","6.3","9.6","0","0",85
"793","Rouen","76636","Saint-Pierre-de-Varengeville","10.2","4.3",25000,"4.7","174.17","6.4","33.3","0","0",85
"794","Rouen","76640","Saint-Pierre-lès-Elbeuf","11.3","6.7",21990,"6.7","1294.53","8.8","105.4","0","0",85
"795","Rouen","76681","Sotteville-lès-Rouen","11.6","6.7",21230,"7.5","3914.19","11.9","217","0","0",85
"796","Rouen","76682","Sotteville-sous-le-Val","11.1","7.3",25290,"6.7","140","8.2","0","0","0",85
"797","Rouen","76705","Tourville-la-Rivière","12.3","3.9",23500,"7.8","321","11.4","96.9","0","0",85
"798","Rouen","76709","Le Trait","11.2","8.1",20610,"7.4","273.14","10.7","108","0","0",85
"799","Rouen","76717","Val-de-la-Haye","10.8","5.3",25200,"7.5","69.41","4.5","34.1","0","0",85
"800","Rouen","76750","Yainville","10.9","6.3",22570,"6.8","314.24","6.8","36.9","0","0",85
"801","Rouen","76753","Ymare","11.1","2.4",27890,"5.6","303","6.4","12.8","0","0",85
"802","Rouen","76759","Yville-sur-Seine","10.3","5.8",23770,"5.6","52.56","8.2","37.3","0","0",85
"803","Rouen","76498","Le Petit-Quevilly","11.8","10.6",18940,"9.3","5065.58","14.3","157.8","0","0",85
"804","Rouen","76513","Quevillon","10.3","2.4",28870,"5.6","52.68","3.8","0","0","0",85
"805","Rouen","76514","Quévreville-la-Poterie","11.1","3.9",25930,"5.6","219.57","5.5","16","0","0",85
"806","Rouen","76536","Roncherolles-sur-le-Vivier","13.4","2.8",26060,"5.6","232.26","7.3","27.8","0","0",85
"807","Rouen","76540","Rouen","12.7","9.9",21330,"20.5","5330.98","25.2","128.7","1","0",85
"808","Rouen","76550","Sahurs","10.3","2.8",25060,"7.1","108.84","5.9","13.1","0","0",85
"809","Rouen","76558","Saint-Aubin-Celloville","11.1","3.2",26240,"4.3","176.27","6.1","13.5","0","0",85
"810","Rouen","76464","La Neuville-Chant-d'Oisel","11.3","4.8",27350,"5.3","109.04","4.6","20.7","0","0",85
"811","Rouen","76561","Saint-Aubin-lès-Elbeuf","10.7","6.8",21590,"6.4","1453.1","12","122.7","0","0",85
"812","Rouen","76575","Saint-Étienne-du-Rouvray","11.3","7.4",18910,"11.1","1566.37","14.4","161.5","0","0",85
"813","Rouen","76560","Saint-Aubin-Épinay","11.4","2.7",26210,"5.6","103.98","6.9","39.1","0","0",85
"814","Saint-Étienne","42031","Caloire","10.4","6.7",29190,"6.7","66.81","5.6","0","0","0",165
"815","Saint-Étienne","42032","Cellieu","10.1","3.9",26190,"6.7","140.99","9.6","9.6","0","0",165
"816","Saint-Étienne","42001","Aboën","7.5","8.6",23450,"5.5","52.56","6","0","0","0",165
"817","Saint-Étienne","42043","Chambœuf","9.7","4",27920,"6.2","161.89","5.7","9.2","0","0",165
"818","Saint-Étienne","42044","Le Chambon-Feugerolles","8.3","10.2",18610,"7.9","689.49","10.1","140.2","0","0",165
"819","Saint-Étienne","42053","Châteauneuf","11.4","4.7",26200,"4.7","122.26","6.5","10.1","0","0",165
"820","Saint-Étienne","42036","Chagnon","8.9","5.9",25240,"5.1","205.2","10.4","0","0","0",165
"821","Saint-Étienne","42085","Doizieux","10","11.9",24650,"6.5","30.32","6.7","0","0","0",165
"822","Saint-Étienne","42092","L'Étrat","10.7","6.4",27460,"7.2","326.82","16","33.9","0","0",165
"823","Saint-Étienne","42093","Farnay","10.4","3.8",28690,"6.7","172.15","4.6","12.4","0","0",165
"824","Saint-Étienne","42095","Firminy","8.9","13",19020,"8.6","1647.79","11.9","183.7","0","0",165
"825","Saint-Étienne","42096","Fontanès","8.9","5.6",23590,"8.7","103.03","4.9","0","0","0",165
"826","Saint-Étienne","42005","Andrézieux-Bouthéon","10.9","8.9",22200,"7.4","624.97","12.1","76.9","0","0",165
"827","Saint-Étienne","42099","Fraisses","9","8.6",23530,"7","821.52","8.7","37.7","0","0",165
"828","Saint-Étienne","42100","La Gimond","8.9","6",22910,"5.8","81.76","9.5","0","0","0",165
"829","Saint-Étienne","42103","La Grand-Croix","9.8","9",21280,"8.1","1256.5","10.7","91","0","0",165
"830","Saint-Étienne","42110","L'Horme","9.7","9.1",21200,"7.6","1101.14","11.1","94.3","0","0",165
"831","Saint-Étienne","42123","Lorette","9.9","8.2",21450,"7.1","1416.76","9.9","61.4","0","0",165
"832","Saint-Étienne","42133","Marcenod","8.9","4.9",24500,"7.5","76.78","5.6","0","0","0",165
"833","Saint-Étienne","42167","Pavezin","10","7.3",24130,"4.4","43.48","5.8","0","0","0",165
"834","Saint-Étienne","42183","La Ricamarie","7.8","11.7",17020,"7.3","1149.43","11.1","250.4","0","0",165
"835","Saint-Étienne","42186","Rive-de-Gier","9.1","11.1",19320,"7.7","2084.11","10.4","131.3","0","0",165
"836","Saint-Étienne","42189","Roche-la-Molière","8.6","6.1",22590,"7.5","566.84","8.9","66.2","0","0",165
"837","Saint-Étienne","42192","Rozier-Côtes-d'Aurec","7.5","10.1",22560,"5.9","30.65","9.5","20","0","0",165
"838","Saint-Étienne","42206","Saint-Bonnet-les-Oules","11.1","3.4",31840,"5.7","142.58","5.1","4.6","0","0",165
"839","Saint-Étienne","42207","Saint-Chamond","10.4","13.2",20330,"8.1","638.76","11.1","133","0","0",165
"840","Saint-Étienne","42208","Saint-Christo-en-Jarez","8.9","6.2",24420,"5.7","86.97","10.6","8.4","0","0",165
"841","Saint-Étienne","42210","Sainte-Croix-en-Jarez","10","10.6",24000,"6","40","6.5","0","0","0",165
"842","Saint-Étienne","42218","Saint-Étienne","10","12.5",19010,"13.4","2158.98","18.5","151.2","1","0",165
"843","Saint-Étienne","42222","Saint-Galmier","10.1","7",26680,"6.6","299.59","12.7","21.8","0","0",165
"844","Saint-Étienne","42223","Saint-Genest-Lerpt","9.1","6.5",24970,"6.3","486.85","10.4","42.8","0","0",165
"845","Saint-Étienne","42225","Genilac","8.9","4.6",25220,"6.3","441.72","7.1","20.6","0","0",165
"846","Saint-Étienne","42234","Saint-Héand","9","7.3",25650,"6","117.76","8.9","14.1","0","0",165
"847","Saint-Étienne","42237","Saint-Jean-Bonnefonds","10.7","6.2",23950,"7.1","569.91","9.5","55.4","0","0",165
"848","Saint-Étienne","42242","Saint-Joseph","10.4","7.3",25430,"7.5","243.46","6.1","23.8","0","0",165
"849","Saint-Étienne","42259","Saint-Martin-la-Plaine","9.1","6.5",25630,"7.1","390.1","8.1","8.7","0","0",165
"850","Saint-Étienne","42262","Saint-Maurice-en-Gourgois","6.6","11.2",24080,"6.1","57.3","6.4","26.7","0","0",165
"851","Saint-Étienne","42266","Saint-Nizier-de-Fornas","7.1","1.9",24360,"7","41.26","7.2","12.7","0","0",165
"852","Saint-Étienne","42270","Saint-Paul-en-Cornillon","9.5","7.7",27970,"5.7","363.51","8.9","38.8","0","0",165
"853","Saint-Étienne","42271","Saint-Paul-en-Jarez","10.6","5.9",23630,"5.9","238.55","8.4","59.2","0","0",165
"854","Saint-Étienne","42275","Saint-Priest-en-Jarez","10.9","8.9",25120,"7.3","1988.39","12.2","45.3","0","0",165
"855","Saint-Étienne","42283","Saint-Romain-en-Jarez","8.9","5.1",24250,"7.4","71.24","6.6","13","0","0",165
"856","Saint-Étienne","42302","Sorbiers","11.1","6.1",25720,"6.4","659.18","7.3","53.5","0","0",165
"857","Saint-Étienne","42305","La Talaudière","10.8","6.1",23700,"7.5","930.66","11.5","50","0","0",165
"858","Saint-Étienne","42307","Tartaras","11.4","3.1",25780,"7.2","235.9","7.6","8.2","0","0",165
"859","Saint-Étienne","42308","La Terrasse-sur-Dorlay","10.1","12.7",23310,"5.6","88.62","10.5","0","0","0",165
"860","Saint-Étienne","42083","Dargoire","9.4","2.5",27540,"4.2","276.84","2.5","0","0","0",165
"861","Saint-Étienne","42316","Unieux","9.1","12.2",22060,"6.9","985.93","10.1","77.6","0","0",165
"862","Saint-Étienne","42320","Valfleury","10.1","8.2",23260,"7.3","80.57","10.7","11.1","0","0",165
"863","Saint-Étienne","42322","La Valla-en-Gier","9.5","10",23150,"4.5","31.38","8.5","15.6","0","0",165
"864","Saint-Étienne","42330","Villars","9.4","6.5",23540,"6.8","1365.44","9.5","53.6","0","0",165
"865","Saint-Étienne","42097","La Fouillouse","10","7.6",26800,"7.4","225.97","9.7","41.8","0","0",165
"866","Saint-Étienne","42311","La Tour-en-Jarez","11.3","3.7",30650,"5.3","294.6","8.7","50.2","0","0",165
"867","Strasbourg","67001","Achenheim","13.9","2.8",28520,"6","417.33","8.8","20","0","0",106
"868","Strasbourg","67065","Breuschwickersheim","13","7.9",27730,"4.9","262.16","12","6.3","0","0",106
"869","Strasbourg","67118","Eckbolsheim","13.2","5.2",25540,"6.6","1358.3","10.9","51","0","0",106
"870","Strasbourg","67043","Bischheim","13.5","6.1",19700,"9.5","4077.05","11.4","151.5","0","0",106
"871","Strasbourg","67124","Entzheim","14.6","4.4",26100,"7.2","307.32","12.6","24.2","0","0",106
"872","Strasbourg","67131","Eschau","13.9","5.1",27100,"6.9","486.95","9.8","47.4","0","0",106
"873","Strasbourg","67137","Fegersheim","13.8","5.3",26570,"6.7","931.77","9","32.6","0","0",106
"874","Strasbourg","67119","Eckwersheim","13.5","5.2",29240,"6.5","187.07","8.1","17.1","0","0",106
"875","Strasbourg","67182","Hangenbieten","13.9","8.4",28050,"6.3","424.39","17.1","16.9","0","0",106
"876","Strasbourg","67204","Hœnheim","14.2","6.1",22500,"7.7","3373.24","9.3","93.7","0","0",106
"877","Strasbourg","67212","Holtzheim","13.7","5.6",26950,"6.3","569.71","11.6","19.5","0","0",106
"878","Strasbourg","67218","Illkirch-Graffenstaden","14.2","9.7",24190,"11.1","1221.53","13.9","72.6","0","0",106
"879","Strasbourg","67247","Kolbsheim","13","8.5",28930,"6.6","303.64","10","16.2","0","0",106
"880","Strasbourg","67049","Blaesheim","13.4","4.5",29530,"5.3","135.6","6.2","5.8","0","0",106
"881","Strasbourg","67267","Lingolsheim","13.6","4.9",22260,"7.7","3555.44","11.3","93","0","0",106
"882","Strasbourg","67268","Lipsheim","14.9","5.6",28160,"6.9","534","8.3","20.3","0","0",106
"883","Strasbourg","67296","Mittelhausbergen","14.7","5.4",31010,"6","1231.76","14.4","15.4","0","0",106
"884","Strasbourg","67309","Mundolsheim","13.3","6.7",27220,"5.9","1237.56","14.9","41.5","0","0",106
"885","Strasbourg","67326","Niederhausbergen","14.3","5.2",29950,"6","539.68","10.6","18.9","0","0",106
"886","Strasbourg","67343","Oberhausbergen","14.1","10.2",26410,"6.5","1462.11","16.2","43.5","0","0",106
"887","Strasbourg","67350","Oberschaeffolsheim","14.2","14.7",27610,"5.6","341.05","11.1","16.6","0","0",106
"888","Strasbourg","67363","Osthoffen","13","4.3",29230,"7.1","157.25","6.8","0","0","0",106
"889","Strasbourg","67365","Ostwald","13.8","4.5",22150,"9.4","1874.65","10.6","115.5","0","0",106
"890","Strasbourg","67378","Plobsheim","14.1","5.2",27380,"6.2","269.46","7.2","43.2","0","0",106
"891","Strasbourg","67389","Reichstett","12.4","4.5",25920,"6.1","575.79","8.2","61.9","0","0",106
"892","Strasbourg","67447","Schiltigheim","13.5","7.8",19660,"9.4","4490.66","13.7","145.7","0","0",106
"893","Strasbourg","67471","Souffelweyersheim","14","5",26470,"6.4","1804.44","9","54.9","0","0",106
"894","Strasbourg","67482","Strasbourg","14.5","8.5",20260,"16.4","3720.47","18.6","140.8","1","0",106
"895","Strasbourg","67506","Vendenheim","12.7","4.8",26160,"7.9","380","10.4","64.4","0","0",106
"896","Strasbourg","67519","La Wantzenau","14.3","6",30220,"5.3","232.05","7.2","27.2","0","0",106
"897","Strasbourg","67551","Wolfisheim","13.2","6",26060,"6.7","743.75","10.8","37","0","0",106
"898","Strasbourg","67256","Lampertheim","14","5.1",29820,"6.1","523.94","9.7","28.1","0","0",106
"899","Strasbourg","67152","Geispolsheim","14.4","5.5",25970,"6.4","345.59","9.2","51.9","0","0",106
"900","Toulon","83137","Toulon","13.7","3.6",20960,"8.2","4216.17","13.2","153","1","0",230
"901","Toulon","83144","La Valette-du-Var","14.6","6.4",23810,"7.1","1545.48","14.9","61.3","0","0",230
"902","Toulon","83034","Carqueiranne","17.6","5.4",27440,"5.2","649.45","11.6","50.3","0","0",230
"903","Toulon","83047","La Crau","14.5","3.6",25280,"6.9","506.04","11.5","50.6","0","0",230
"904","Toulon","83062","La Garde","15.7","5",23560,"10.8","1671.74","16.1","72.8","0","0",230
"905","Toulon","83153","Saint-Mandrier-sur-Mer","15.4","3.2",23750,"22.4","1191.96","12.3","48.2","0","0",230
"906","Toulon","83090","Ollioules","13.5","5.6",25060,"6.3","704.07","10.3","89.5","0","0",230
"907","Toulon","83098","Le Pradet","15.1","4.5",25660,"6","1072.8","9.7","58.3","0","0",230
"908","Toulon","83103","Le Revest-les-Eaux","14.2","7",27590,"5.6","166.06","10","42.6","0","0",230
"909","Toulon","83069","Hyères","15","6.1",22960,"6.6","416.19","12.8","95.9","0","0",230
"910","Toulon","83126","La Seyne-sur-Mer","13.9","9.5",21400,"6.5","2827.16","11.7","151.5","0","0",230
"911","Toulon","83129","Six-Fours-les-Plages","15.7","4.2",24660,"4.9","1361.02","10.7","70","0","0",230
"912","Toulouse","31003","Aigrefeuille","12.8","1.3",32490,"6.9","278.26","8.1","16.5","0","0",250
"913","Toulouse","31032","Aussonne","11.8","5.3",26070,"6.9","540.94","19.3","83.9","0","0",250
"914","Toulouse","31053","Beaupuy","11","3.6",30020,"4.8","217.76","3.8","13.3","0","0",250
"915","Toulouse","31022","Aucamville","12.2","6.7",22860,"8.2","2337.25","17.5","93.8","0","0",250
"916","Toulouse","31069","Blagnac","13","4.1",25350,"10","1566.04","16.7","76.7","0","0",250
"917","Toulouse","31088","Brax","11","4.4",30110,"6","655.68","8.5","40.2","0","0",250
"918","Toulouse","31091","Bruguières","11.3","5.8",25540,"6.1","661.89","14.6","53.7","0","0",250
"919","Toulouse","31056","Beauzelle","12.4","6.8",24650,"8.2","1740","18.5","92.8","0","0",250
"920","Toulouse","31149","Colomiers","12.4","1.2",23690,"7.9","1930.72","13.4","105.3","0","0",250
"921","Toulouse","31150","Cornebarrieu","12.1","7.3",25600,"6.9","436.58","13.8","86.1","0","0",250
"922","Toulouse","31157","Cugnaux","12","5.1",23980,"8.1","1564.69","15.2","104.8","0","0",250
"923","Toulouse","31163","Drémil-Lafage","12.8","4.2",30000,"5.5","211.04","6.6","23.6","0","0",250
"924","Toulouse","31182","Fenouillet","11.5","7.2",22940,"7.6","588.95","14.8","93.2","0","0",250
"925","Toulouse","31184","Flourens","12.7","3.4",29110,"4.4","214.54","6.9","31.8","0","0",250
"926","Toulouse","31044","Balma","13","6",28580,"9.4","1047.29","13.6","45.9","0","0",250
"927","Toulouse","31205","Gagnac-sur-Garonne","11.5","5.4",25090,"6.9","742.33","9.8","33.9","0","0",250
"928","Toulouse","31230","Gratentour","11.3","4.7",25020,"5.7","1146.1","13","60.5","0","0",250
"929","Toulouse","31282","Launaguet","12","5.9",23290,"7.9","1322.86","12.7","86","0","0",250
"930","Toulouse","31293","Lespinasse","11.5","4.1",24570,"6.9","694.05","13.1","60.4","0","0",250
"931","Toulouse","31351","Mondonville","11.5","8.3",23920,"8.2","477.31","27.6","80.7","0","0",250
"932","Toulouse","31116","Castelginest","11.6","5.7",23790,"6.5","1342.72","15.6","79.5","0","0",250
"933","Toulouse","31355","Mons","12.8","2.6",33530,"6.4","249.32","5.4","12.9","0","0",250
"934","Toulouse","31389","Montrabé","11.9","5.6",28350,"6.8","805.96","9.8","29.7","0","0",250
"935","Toulouse","31417","Pibrac","11.8","5",30690,"5.3","335.06","10.6","50.1","0","0",250
"936","Toulouse","31418","Pin-Balma","12.7","4.4",35860,"4.9","149.85","6.1","33.4","0","0",250
"937","Toulouse","31445","Quint-Fonsegrives","13.3","3.9",28470,"6","811.49","17.5","36","0","0",250
"938","Toulouse","31467","Saint-Alban","11.5","8.6",23010,"6.5","1500.93","15.5","69.2","0","0",250
"939","Toulouse","31488","Saint-Jean","12.7","5",25940,"5.6","1905.59","12.2","49.4","0","0",250
"940","Toulouse","31490","Saint-Jory","11.2","6.3",22560,"7.8","384.61","14.2","105.3","0","0",250
"941","Toulouse","31506","Saint-Orens-de-Gameville","12.6","5.5",26190,"7","1050.84","14.3","63.4","0","0",250
"942","Toulouse","31541","Seilh","12.2","8.6",30250,"7","526.77","16.3","26.5","0","0",250
"943","Toulouse","31555","Toulouse","13.5","8.2",22140,"18.7","4261.01","24","105.1","1","0",250
"944","Toulouse","31557","Tournefeuille","12.6","4.4",29020,"6.8","1617.53","12.6","70.9","0","0",250
"945","Toulouse","31561","L'Union","12.8","6.1",27930,"6.2","1817.35","9.4","54.9","0","0",250
"946","Toulouse","31588","Villeneuve-Tolosane","11.7","6",24100,"6.6","2033.14","15.3","92.7","0","0",250
"947","Toulouse","31352","Mondouzil","12.8","6.2",31680,"8.4","52.44","8","72.8","0","0",250
"948","Toulouse","31186","Fonbeauzard","11.9","8",23240,"6.6","2283.08","18.2","55.8","0","0",250
"949","Tours","37025","Berthenay","10.4","3.8",25630,"7.5","96.11","5.8","21.8","0","0",95
"950","Tours","37050","Chambray-lès-Tours","12.6","4",24280,"10.6","597.37","14.1","72","0","0",95
"951","Tours","37054","Chanceaux-sur-Choisille","9.2","3.2",25710,"6.6","190.22","7.8","25.3","0","0",95
"952","Tours","37109","Fondettes","12","4.5",28030,"6.7","337.77","9","35.6","0","0",95
"953","Tours","37122","Joué-lès-Tours","11.1","5.6",21520,"9.7","1178.49","13.4","123.8","0","0",95
"954","Tours","37139","Luynes","10.4","5.4",25790,"6.2","149.26","8.5","33.3","0","0",95
"955","Tours","37018","Ballan-Miré","12","4",26590,"5.7","313.63","10.6","32","0","0",95
"956","Tours","37152","Mettray","10.9","3.9",27460,"4.8","200.19","8.7","66","0","0",95
"957","Tours","37172","Notre-Dame-d'Oé","11.7","4.1",25460,"6.1","544.29","8.4","27.8","0","0",95
"958","Tours","37179","Parçay-Meslay","9.2","4.9",25720,"5.9","181.21","7.8","15.9","0","0",95
"959","Tours","37151","La Membrolle-sur-Choisille","11.8","3.6",27100,"5.5","476.96","11.1","35.7","0","0",95
"960","Tours","37203","Rochecorbon","11.5","10.3",27830,"6","191.67","10.2","41.7","0","0",95
"961","Tours","37208","Saint-Avertin","12.1","5.4",28660,"5.9","1136.36","10.6","45.3","0","0",95
"962","Tours","37214","Saint-Cyr-sur-Loire","12.4","6.8",27110,"6.8","1259.56","11.8","38.7","0","0",95
"963","Tours","37217","Saint-Étienne-de-Chigny","9.5","5.9",24020,"4.5","76.49","9.3","34.8","0","0",95
"964","Tours","37219","Saint-Genouph","10.4","6.6",25490,"6.2","218.09","5.6","15.1","0","0",95
"965","Tours","37233","Saint-Pierre-des-Corps","11.2","8.1",19240,"8","1407.88","11.3","197.1","0","0",95
"966","Tours","37243","Savonnières","10.4","6.3",27530,"4.6","199.64","8.9","24.1","0","0",95
"967","Tours","37261","Tours","12.7","10.3",21250,"18","3967.09","21.5","118.6","1","0",95
"968","Tours","37272","Villandry","10.4","6.5",26000,"5.3","63.82","8.5","19.9","0","0",95
"969","Tours","37099","Druye","9.5","6.6",24340,"4.8","42.49","11.1","8.1","0","0",95
"970","Tours","37195","La Riche","12.3","5.8",21670,"17.1","1259.15","19.4","134.4","0","0",95
