Unnamed: 0,ville_principale,Code,Libellé,loyer_m2,logements_vacants,med_revenu,jeunes,densite_pop,nouveaux_menages,beneficiaires_rsa,metropole,si_paris,temps_tgv_paris,dist_metropole,temps_trajet
782,Rouen,76131,La Bouille,10.3,13.6,23950.0,6.2,546.15,16.7,65.8,0,0,85,24.23,24.43
783,Rouen,76157,Canteleu,11.2,8.3,18480.0,9.1,793.52,12.0,185.8,0,0,85,7.01,13.48
784,Rouen,76165,Caudebec-lès-Elbeuf,9.7,11.8,19660.0,8.1,2739.19,12.3,199.6,0,0,85,24.36,29.18
785,Rouen,76178,Cléon,9.7,11.7,19240.0,7.7,754.92,12.0,207.1,0,0,85,25.35,27.29
786,Rouen,76591,Saint-Jacques-sur-Darnétal,11.9,4.6,27720.0,5.1,188.74,8.5,19.2,0,0,85,9.92,16.02
787,Rouen,76599,Saint-Léger-du-Bourg-Denis,11.5,5.5,24510.0,8.5,1300.36,11.9,78.5,0,0,85,5.05,9.04
788,Rouen,76608,Sainte-Marguerite-sur-Duclair,11,3.0,25590.0,6.2,278.36,5.9,19.6,0,0,85,25.65,31.11
789,Rouen,76614,Saint-Martin-de-Boscherville,10.9,4.5,32010.0,5.1,119.46,5.4,11.7,0,0,85,11.4,18.74
790,Rouen,76617,Saint-Martin-du-Vivier,13.4,2.8,36360.0,5.6,334.4,6.5,5.4,0,0,85,6.76,15.6
791,Rouen,76631,Saint-Paër,11.6,4.4,25090.0,5.0,70.98,4.8,25.8,0,0,85,55.68,70.68
792,Rouen,76634,Saint-Pierre-de-Manneville,10.8,4.5,26100.0,3.3,86.08,6.3,9.6,0,0,85,16.63,24.24
793,Rouen,76636,Saint-Pierre-de-Varengeville,10.2,4.3,25000.0,4.7,174.17,6.4,33.3,0,0,85,16.32,23.3
794,Rouen,76640,Saint-Pierre-lès-Elbeuf,11.3,6.7,21990.0,6.7,1294.53,8.8,105.4,0,0,85,29.17,30.28
795,Rouen,76681,Sotteville-lès-Rouen,11.6,6.7,21230.0,7.5,3914.19,11.9,217.0,0,0,85,4.12,9.18
796,Rouen,76682,Sotteville-sous-le-Val,11.1,7.3,25290.0,6.7,140.0,8.2,0.0,0,0,85,22.7,23.61
797,Rouen,76705,Tourville-la-Rivière,12.3,3.9,23500.0,7.8,321.0,11.4,96.9,0,0,85,18.74,17.34
798,Rouen,76709,Le Trait,11.2,8.1,20610.0,7.4,273.14,10.7,108.0,0,0,85,28.58,41.21
799,Rouen,76717,Val-de-la-Haye,10.8,5.3,25200.0,7.5,69.41,4.5,34.1,0,0,85,15.77,25.05
800,Rouen,76750,Yainville,10.9,6.3,22570.0,6.8,314.24,6.8,36.9,0,0,85,25.61,35.67
801,Rouen,76753,Ymare,11.1,2.4,27890.0,5.6,303.0,6.4,12.8,0,0,85,15.04,24.09
802,Rouen,76759,Yville-sur-Seine,10.3,5.8,23770.0,5.6,52.56,8.2,37.3,0,0,85,32.56,34.11
803,Rouen,76498,Le Petit-Quevilly,11.8,10.6,18940.0,9.3,5065.58,14.3,157.8,0,0,85,4.4,8.7
804,Rouen,76513,Quevillon,10.3,2.4,28870.0,5.6,52.68,3.8,0.0,0,0,85,12.47,18.15
805,Rouen,76514,Quévreville-la-Poterie,11.1,3.9,25930.0,5.6,219.57,5.5,16.0,0,0,85,14.79,22.94
806,Rouen,76536,Roncherolles-sur-le-Vivier,13.4,2.8,26060.0,5.6,232.26,7.3,27.8,0,0,85,9.45,15.1
807,Rouen,76540,Rouen,12.7,9.9,21330.0,20.5,5330.98,25.2,128.7,1,0,85,,
808,Rouen,76550,Sahurs,10.3,2.8,25060.0,7.1,108.84,5.9,13.1,0,0,85,18.09,25.53
809,Rouen,76558,Saint-Aubin-Celloville,11.1,3.2,26240.0,4.3,176.27,6.1,13.5,0,0,85,15.11,24.32
810,Rouen,76464,La Neuville-Chant-d'Oisel,11.3,4.8,27350.0,5.3,109.04,4.6,20.7,0,0,85,15.8,25.95
811,Rouen,76561,Saint-Aubin-lès-Elbeuf,10.7,6.8,21590.0,6.4,1453.1,12.0,122.7,0,0,85,26.7,28.36
812,Rouen,76575,Saint-Étienne-du-Rouvray,11.3,7.4,18910.0,11.1,1566.37,14.4,161.5,0,0,85,8.22,12.43
813,Rouen,76560,Saint-Aubin-Épinay,11.4,2.7,26210.0,5.6,103.98,6.9,39.1,0,0,85,7.47,13.13
814,Saint-Étienne,42031,Caloire,10.4,6.7,29190.0,6.7,66.81,5.6,0.0,0,0,165,21.15,25.93
815,Saint-Étienne,42032,Cellieu,10.1,3.9,26190.0,6.7,140.99,9.6,9.6,0,0,165,17.23,17.99
816,Saint-Étienne,42001,Aboën,7.5,8.6,23450.0,5.5,52.56,6.0,0.0,0,0,165,,
817,Saint-Étienne,42043,Chambœuf,9.7,4.0,27920.0,6.2,161.89,5.7,9.2,0,0,165,21.88,25.87
818,Saint-Étienne,42044,Le Chambon-Feugerolles,8.3,10.2,18610.0,7.9,689.49,10.1,140.2,0,0,165,10.21,12.62
819,Saint-Étienne,42053,Châteauneuf,11.4,4.7,26200.0,4.7,122.26,6.5,10.1,0,0,165,328.73,195.06
820,Saint-Étienne,42036,Chagnon,8.9,5.9,25240.0,5.1,205.2,10.4,0.0,0,0,165,26.19,26.28
821,Saint-Étienne,42085,Doizieux,10,11.9,24650.0,6.5,30.32,6.7,0.0,0,0,165,25.32,25.05
822,Saint-Étienne,42092,L'Étrat,10.7,6.4,27460.0,7.2,326.82,16.0,33.9,0,0,165,8.03,14.87
823,Saint-Étienne,42093,Farnay,10.4,3.8,28690.0,6.7,172.15,4.6,12.4,0,0,165,22.48,22.86
824,Saint-Étienne,42095,Firminy,8.9,13.0,19020.0,8.6,1647.79,11.9,183.7,0,0,165,13.87,18.53
825,Saint-Étienne,42096,Fontanès,8.9,5.6,23590.0,8.7,103.03,4.9,0.0,0,0,165,327.98,206.2
826,Saint-Étienne,42005,Andrézieux-Bouthéon,10.9,8.9,22200.0,7.4,624.97,12.1,76.9,0,0,165,16.29,19.32
827,Saint-Étienne,42099,Fraisses,9,8.6,23530.0,7.0,821.52,8.7,37.7,0,0,165,15.6,18.42
828,Saint-Étienne,42100,La Gimond,8.9,6.0,22910.0,5.8,81.76,9.5,0.0,0,0,165,18.27,25.78
829,Saint-Étienne,42103,La Grand-Croix,9.8,9.0,21280.0,8.1,1256.5,10.7,91.0,0,0,165,18.5,17.28
830,Saint-Étienne,42110,L'Horme,9.7,9.1,21200.0,7.6,1101.14,11.1,94.3,0,0,165,17.17,18.29
831,Saint-Étienne,42123,Lorette,9.9,8.2,21450.0,7.1,1416.76,9.9,61.4,0,0,165,911.89,544.91
832,Saint-Étienne,42133,Marcenod,8.9,4.9,24500.0,7.5,76.78,5.6,0.0,0,0,165,22.07,31.62
833,Saint-Étienne,42167,Pavezin,10,7.3,24130.0,4.4,43.48,5.8,0.0,0,0,165,36.42,37.8
834,Saint-Étienne,42183,La Ricamarie,7.8,11.7,17020.0,7.3,1149.43,11.1,250.4,0,0,165,6.33,11.08
835,Saint-Étienne,42186,Rive-de-Gier,9.1,11.1,19320.0,7.7,2084.11,10.4,131.3,0,0,165,23.05,22.66
836,Saint-Étienne,42189,Roche-la-Molière,8.6,6.1,22590.0,7.5,566.84,8.9,66.2,0,0,165,11.01,16.36
837,Saint-Étienne,42192,Rozier-Côtes-d'Aurec,7.5,10.1,22560.0,5.9,30.65,9.5,20.0,0,0,165,33.92,39.02
838,Saint-Étienne,42206,Saint-Bonnet-les-Oules,11.1,3.4,31840.0,5.7,142.58,5.1,4.6,0,0,165,19.22,22.52
839,Saint-Étienne,42207,Saint-Chamond,10.4,13.2,20330.0,8.1,638.76,11.1,133.0,0,0,165,12.11,15.96
840,Saint-Étienne,42208,Saint-Christo-en-Jarez,8.9,6.2,24420.0,5.7,86.97,10.6,8.4,0,0,165,17.16,25.76
841,Saint-Étienne,42210,Sainte-Croix-en-Jarez,10,10.6,24000.0,6.0,40.0,6.5,0.0,0,0,165,32.75,35.7
842,Saint-Étienne,42218,Saint-Étienne,10,12.5,19010.0,13.4,2158.98,18.5,151.2,1,0,165,,
843,Saint-Étienne,42222,Saint-Galmier,10.1,7.0,26680.0,6.6,299.59,12.7,21.8,0,0,165,23.54,28.23
844,Saint-Étienne,42223,Saint-Genest-Lerpt,9.1,6.5,24970.0,6.3,486.85,10.4,42.8,0,0,165,11.53,19.13
845,Saint-Étienne,42225,Genilac,8.9,4.6,25220.0,6.3,441.72,7.1,20.6,0,0,165,24.47,23.18
846,Saint-Étienne,42234,Saint-Héand,9,7.3,25650.0,6.0,117.76,8.9,14.1,0,0,165,12.88,17.94
847,Saint-Étienne,42237,Saint-Jean-Bonnefonds,10.7,6.2,23950.0,7.1,569.91,9.5,55.4,0,0,165,3.87,9.3
848,Saint-Étienne,42242,Saint-Joseph,10.4,7.3,25430.0,7.5,243.46,6.1,23.8,0,0,165,,
849,Saint-Étienne,42259,Saint-Martin-la-Plaine,9.1,6.5,25630.0,7.1,390.1,8.1,8.7,0,0,165,25.75,24.82
850,Saint-Étienne,42262,Saint-Maurice-en-Gourgois,6.6,11.2,24080.0,6.1,57.3,6.4,26.7,0,0,165,25.17,30.67
851,Saint-Étienne,42266,Saint-Nizier-de-Fornas,7.1,1.9,24360.0,7.0,41.26,7.2,12.7,0,0,165,35.79,43.24
852,Saint-Étienne,42270,Saint-Paul-en-Cornillon,9.5,7.7,27970.0,5.7,363.51,8.9,38.8,0,0,165,19.95,23.7
853,Saint-Étienne,42271,Saint-Paul-en-Jarez,10.6,5.9,23630.0,5.9,238.55,8.4,59.2,0,0,165,20.42,19.83
854,Saint-Étienne,42275,Saint-Priest-en-Jarez,10.9,8.9,25120.0,7.3,1988.39,12.2,45.3,0,0,165,5.18,11.4
855,Saint-Étienne,42283,Saint-Romain-en-Jarez,8.9,5.1,24250.0,7.4,71.24,6.6,13.0,0,0,165,23.08,29.55
856,Saint-Étienne,42302,Sorbiers,11.1,6.1,25720.0,6.4,659.18,7.3,53.5,0,0,165,8.32,14.35
857,Saint-Étienne,42305,La Talaudière,10.8,6.1,23700.0,7.5,930.66,11.5,50.0,0,0,165,6.53,11.25
858,Saint-Étienne,42307,Tartaras,11.4,3.1,25780.0,7.2,235.9,7.6,8.2,0,0,165,4377.25,2806.57
859,Saint-Étienne,42308,La Terrasse-sur-Dorlay,10.1,12.7,23310.0,5.6,88.62,10.5,0.0,0,0,165,25.72,26.08
860,Saint-Étienne,42083,Dargoire,9.4,2.5,27540.0,4.2,276.84,2.5,0.0,0,0,165,29.82,27.37
861,Saint-Étienne,42316,Unieux,9.1,12.2,22060.0,6.9,985.93,10.1,77.6,0,0,165,16.22,19.54
862,Saint-Étienne,42320,Valfleury,10.1,8.2,23260.0,7.3,80.57,10.7,11.1,0,0,165,16.61,23.13
863,Saint-Étienne,42322,La Valla-en-Gier,9.5,10.0,23150.0,4.5,31.38,8.5,15.6,0,0,165,18.73,22.77
864,Saint-Étienne,42330,Villars,9.4,6.5,23540.0,6.8,1365.44,9.5,53.6,0,0,165,8.2,13.01
865,Saint-Étienne,42097,La Fouillouse,10,7.6,26800.0,7.4,225.97,9.7,41.8,0,0,165,60.77,53.38
866,Saint-Étienne,42311,La Tour-en-Jarez,11.3,3.7,30650.0,5.3,294.6,8.7,50.2,0,0,165,6.7,13.05
867,Strasbourg,67001,Achenheim,13.9,2.8,28520.0,6.0,417.33,8.8,20.0,0,0,106,12.37,18.43
868,Strasbourg,67065,Breuschwickersheim,13,7.9,27730.0,4.9,262.16,12.0,6.3,0,0,106,14.2,21.12
869,Strasbourg,67118,Eckbolsheim,13.2,5.2,25540.0,6.6,1358.3,10.9,51.0,0,0,106,7.33,12.28
870,Strasbourg,67043,Bischheim,13.5,6.1,19700.0,9.5,4077.05,11.4,151.5,0,0,106,7.3,16.21
871,Strasbourg,67124,Entzheim,14.6,4.4,26100.0,7.2,307.32,12.6,24.2,0,0,106,,
872,Strasbourg,67131,Eschau,13.9,5.1,27100.0,6.9,486.95,9.8,47.4,0,0,106,373.8,219.79
873,Strasbourg,67137,Fegersheim,13.8,5.3,26570.0,6.7,931.77,9.0,32.6,0,0,106,12.62,16.73
874,Strasbourg,67119,Eckwersheim,13.5,5.2,29240.0,6.5,187.07,8.1,17.1,0,0,106,22.17,26.07
875,Strasbourg,67182,Hangenbieten,13.9,8.4,28050.0,6.3,424.39,17.1,16.9,0,0,106,18.72,24.32
876,Strasbourg,67204,Hœnheim,14.2,6.1,22500.0,7.7,3373.24,9.3,93.7,0,0,106,7.77,17.83
877,Strasbourg,67212,Holtzheim,13.7,5.6,26950.0,6.3,569.71,11.6,19.5,0,0,106,15.88,19.24
878,Strasbourg,67218,Illkirch-Graffenstaden,14.2,9.7,24190.0,11.1,1221.53,13.9,72.6,0,0,106,7.44,15.8
879,Strasbourg,67247,Kolbsheim,13,8.5,28930.0,6.6,303.64,10.0,16.2,0,0,106,17.02,24.27
880,Strasbourg,67049,Blaesheim,13.4,4.5,29530.0,5.3,135.6,6.2,5.8,0,0,106,18.17,21.21
881,Strasbourg,67267,Lingolsheim,13.6,4.9,22260.0,7.7,3555.44,11.3,93.0,0,0,106,7.02,15.78
882,Strasbourg,67268,Lipsheim,14.9,5.6,28160.0,6.9,534.0,8.3,20.3,0,0,106,14.02,18.29
883,Strasbourg,67296,Mittelhausbergen,14.7,5.4,31010.0,6.0,1231.76,14.4,15.4,0,0,106,11.32,16.05
884,Strasbourg,67309,Mundolsheim,13.3,6.7,27220.0,5.9,1237.56,14.9,41.5,0,0,106,13.25,19.83
885,Strasbourg,67326,Niederhausbergen,14.3,5.2,29950.0,6.0,539.68,10.6,18.9,0,0,106,10.09,18.66
886,Strasbourg,67343,Oberhausbergen,14.1,10.2,26410.0,6.5,1462.11,16.2,43.5,0,0,106,10.15,14.24
887,Strasbourg,67350,Oberschaeffolsheim,14.2,14.7,27610.0,5.6,341.05,11.1,16.6,0,0,106,10.58,16.48
888,Strasbourg,67363,Osthoffen,13,4.3,29230.0,7.1,157.25,6.8,0.0,0,0,106,18.17,23.61
889,Strasbourg,67365,Ostwald,13.8,4.5,22150.0,9.4,1874.65,10.6,115.5,0,0,106,8.34,16.95
890,Strasbourg,67378,Plobsheim,14.1,5.2,27380.0,6.2,269.46,7.2,43.2,0,0,106,13.36,19.32
891,Strasbourg,67389,Reichstett,12.4,4.5,25920.0,6.1,575.79,8.2,61.9,0,0,106,14.08,20.54
892,Strasbourg,67447,Schiltigheim,13.5,7.8,19660.0,9.4,4490.66,13.7,145.7,0,0,106,6.24,14.31
893,Strasbourg,67471,Souffelweyersheim,14,5.0,26470.0,6.4,1804.44,9.0,54.9,0,0,106,10.18,19.11
894,Strasbourg,67482,Strasbourg,14.5,8.5,20260.0,16.4,3720.47,18.6,140.8,1,0,106,,
895,Strasbourg,67506,Vendenheim,12.7,4.8,26160.0,7.9,380.0,10.4,64.4,0,0,106,14.56,22.19
896,Strasbourg,67519,La Wantzenau,14.3,6.0,30220.0,5.3,232.05,7.2,27.2,0,0,106,14.08,22.31
897,Strasbourg,67551,Wolfisheim,13.2,6.0,26060.0,6.7,743.75,10.8,37.0,0,0,106,8.87,12.52
898,Strasbourg,67256,Lampertheim,14,5.1,29820.0,6.1,523.94,9.7,28.1,0,0,106,173.92,101.44
899,Strasbourg,67152,Geispolsheim,14.4,5.5,25970.0,6.4,345.59,9.2,51.9,0,0,106,13.28,18.18
900,Toulon,83137,Toulon,13.7,3.6,20960.0,8.2,4216.17,13.2,153.0,1,0,230,,
901,Toulon,83144,La Valette-du-Var,14.6,6.4,23810.0,7.1,1545.48,14.9,61.3,0,0,230,5.13,7.24
902,Toulon,83034,Carqueiranne,17.6,5.4,27440.0,5.2,649.45,11.6,50.3,0,0,230,20.4,22.05
903,Toulon,83047,La Crau,14.5,3.6,25280.0,6.9,506.04,11.5,50.6,0,0,230,14.33,18.01
904,Toulon,83062,La Garde,15.7,5.0,23560.0,10.8,1671.74,16.1,72.8,0,0,230,6.18,9.93
905,Toulon,83153,Saint-Mandrier-sur-Mer,15.4,3.2,23750.0,22.4,1191.96,12.3,48.2,0,0,230,15.5,25.91
906,Toulon,83090,Ollioules,13.5,5.6,25060.0,6.3,704.07,10.3,89.5,0,0,230,10.42,15.3
907,Toulon,83098,Le Pradet,15.1,4.5,25660.0,6.0,1072.8,9.7,58.3,0,0,230,8.07,14.09
908,Toulon,83103,Le Revest-les-Eaux,14.2,7.0,27590.0,5.6,166.06,10.0,42.6,0,0,230,7.49,12.62
909,Toulon,83069,Hyères,15,6.1,22960.0,6.6,416.19,12.8,95.9,0,0,230,17.28,16.72
910,Toulon,83126,La Seyne-sur-Mer,13.9,9.5,21400.0,6.5,2827.16,11.7,151.5,0,0,230,9.0,15.83
911,Toulon,83129,Six-Fours-les-Plages,15.7,4.2,24660.0,4.9,1361.02,10.7,70.0,0,0,230,13.0,18.34
912,Toulouse,31003,Aigrefeuille,12.8,1.3,32490.0,6.9,278.26,8.1,16.5,0,0,250,18.57,36.08
913,Toulouse,31032,Aussonne,11.8,5.3,26070.0,6.9,540.94,19.3,83.9,0,0,250,17.63,26.1
914,Toulouse,31053,Beaupuy,11,3.6,30020.0,4.8,217.76,3.8,13.3,0,0,250,44.96,44.75
915,Toulouse,31022,Aucamville,12.2,6.7,22860.0,8.2,2337.25,17.5,93.8,0,0,250,22.01,24.85
916,Toulouse,31069,Blagnac,13,4.1,25350.0,10.0,1566.04,16.7,76.7,0,0,250,10.75,21.24
917,Toulouse,31088,Brax,11,4.4,30110.0,6.0,655.68,8.5,40.2,0,0,250,4714.62,2698.2
918,Toulouse,31091,Bruguières,11.3,5.8,25540.0,6.1,661.89,14.6,53.7,0,0,250,18.12,24.91
919,Toulouse,31056,Beauzelle,12.4,6.8,24650.0,8.2,1740.0,18.5,92.8,0,0,250,15.74,26.66
920,Toulouse,31149,Colomiers,12.4,1.2,23690.0,7.9,1930.72,13.4,105.3,0,0,250,11.5,18.69
921,Toulouse,31150,Cornebarrieu,12.1,7.3,25600.0,6.9,436.58,13.8,86.1,0,0,250,16.25,29.46
922,Toulouse,31157,Cugnaux,12,5.1,23980.0,8.1,1564.69,15.2,104.8,0,0,250,16.11,25.13
923,Toulouse,31163,Drémil-Lafage,12.8,4.2,30000.0,5.5,211.04,6.6,23.6,0,0,250,18.63,37.74
924,Toulouse,31182,Fenouillet,11.5,7.2,22940.0,7.6,588.95,14.8,93.2,0,0,250,162.13,149.84
925,Toulouse,31184,Flourens,12.7,3.4,29110.0,4.4,214.54,6.9,31.8,0,0,250,15.02,33.17
926,Toulouse,31044,Balma,13,6.0,28580.0,9.4,1047.29,13.6,45.9,0,0,250,8.45,23.54
927,Toulouse,31205,Gagnac-sur-Garonne,11.5,5.4,25090.0,6.9,742.33,9.8,33.9,0,0,250,15.25,26.47
928,Toulouse,31230,Gratentour,11.3,4.7,25020.0,5.7,1146.1,13.0,60.5,0,0,250,21.0,30.25
929,Toulouse,31282,Launaguet,12,5.9,23290.0,7.9,1322.86,12.7,86.0,0,0,250,13.48,22.79
930,Toulouse,31293,Lespinasse,11.5,4.1,24570.0,6.9,694.05,13.1,60.4,0,0,250,568.82,343.69
931,Toulouse,31351,Mondonville,11.5,8.3,23920.0,8.2,477.31,27.6,80.7,0,0,250,596.9,342.07
932,Toulouse,31116,Castelginest,11.6,5.7,23790.0,6.5,1342.72,15.6,79.5,0,0,250,14.92,27.49
933,Toulouse,31355,Mons,12.8,2.6,33530.0,6.4,249.32,5.4,12.9,0,0,250,922.19,527.29
934,Toulouse,31389,Montrabé,11.9,5.6,28350.0,6.8,805.96,9.8,29.7,0,0,250,17.88,28.58
935,Toulouse,31417,Pibrac,11.8,5.0,30690.0,5.3,335.06,10.6,50.1,0,0,250,17.31,24.48
936,Toulouse,31418,Pin-Balma,12.7,4.4,35860.0,4.9,149.85,6.1,33.4,0,0,250,12.66,29.93
937,Toulouse,31445,Quint-Fonsegrives,13.3,3.9,28470.0,6.0,811.49,17.5,36.0,0,0,250,13.28,31.16
938,Toulouse,31467,Saint-Alban,11.5,8.6,23010.0,6.5,1500.93,15.5,69.2,0,0,250,19.72,23.47
939,Toulouse,31488,Saint-Jean,12.7,5.0,25940.0,5.6,1905.59,12.2,49.4,0,0,250,,
940,Toulouse,31490,Saint-Jory,11.2,6.3,22560.0,7.8,384.61,14.2,105.3,0,0,250,20.13,26.6
941,Toulouse,31506,Saint-Orens-de-Gameville,12.6,5.5,26190.0,7.0,1050.84,14.3,63.4,0,0,250,12.73,30.71
942,Toulouse,31541,Seilh,12.2,8.6,30250.0,7.0,526.77,16.3,26.5,0,0,250,16.1,25.46
943,Toulouse,31555,Toulouse,13.5,8.2,22140.0,18.7,4261.01,24.0,105.1,1,0,250,,
944,Toulouse,31557,Tournefeuille,12.6,4.4,29020.0,6.8,1617.53,12.6,70.9,0,0,250,11.97,22.93
945,Toulouse,31561,L'Union,12.8,6.1,27930.0,6.2,1817.35,9.4,54.9,0,0,250,13.71,21.57
946,Toulouse,31588,Villeneuve-Tolosane,11.7,6.0,24100.0,6.6,2033.14,15.3,92.7,0,0,250,18.71,26.61
947,Toulouse,31352,Mondouzil,12.8,6.2,31680.0,8.4,52.44,8.0,72.8,0,0,250,20.6,31.1
948,Toulouse,31186,Fonbeauzard,11.9,8.0,23240.0,6.6,2283.08,18.2,55.8,0,0,250,13.29,24.75
949,Tours,37025,Berthenay,10.4,3.8,25630.0,7.5,96.11,5.8,21.8,0,0,95,14.77,23.13
950,Tours,37050,Chambray-lès-Tours,12.6,4.0,24280.0,10.6,597.37,14.1,72.0,0,0,95,8.91,12.39
951,Tours,37054,Chanceaux-sur-Choisille,9.2,3.2,25710.0,6.6,190.22,7.8,25.3,0,0,95,15.7,18.89
952,Tours,37109,Fondettes,12,4.5,28030.0,6.7,337.77,9.0,35.6,0,0,95,10.69,16.5
953,Tours,37122,Joué-lès-Tours,11.1,5.6,21520.0,9.7,1178.49,13.4,123.8,0,0,95,10.53,14.05
954,Tours,37139,Luynes,10.4,5.4,25790.0,6.2,149.26,8.5,33.3,0,0,95,14.54,19.94
955,Tours,37018,Ballan-Miré,12,4.0,26590.0,5.7,313.63,10.6,32.0,0,0,95,12.23,16.43
956,Tours,37152,Mettray,10.9,3.9,27460.0,4.8,200.19,8.7,66.0,0,0,95,12.86,17.48
957,Tours,37172,Notre-Dame-d'Oé,11.7,4.1,25460.0,6.1,544.29,8.4,27.8,0,0,95,12.71,17.56
958,Tours,37179,Parçay-Meslay,9.2,4.9,25720.0,5.9,181.21,7.8,15.9,0,0,95,9.29,15.85
959,Tours,37151,La Membrolle-sur-Choisille,11.8,3.6,27100.0,5.5,476.96,11.1,35.7,0,0,95,10.96,14.11
960,Tours,37203,Rochecorbon,11.5,10.3,27830.0,6.0,191.67,10.2,41.7,0,0,95,8.47,16.37
961,Tours,37208,Saint-Avertin,12.1,5.4,28660.0,5.9,1136.36,10.6,45.3,0,0,95,7.8,12.6
962,Tours,37214,Saint-Cyr-sur-Loire,12.4,6.8,27110.0,6.8,1259.56,11.8,38.7,0,0,95,5.61,14.05
963,Tours,37217,Saint-Étienne-de-Chigny,9.5,5.9,24020.0,4.5,76.49,9.3,34.8,0,0,95,,
964,Tours,37219,Saint-Genouph,10.4,6.6,25490.0,6.2,218.09,5.6,15.1,0,0,95,9.16,16.07
965,Tours,37233,Saint-Pierre-des-Corps,11.2,8.1,19240.0,8.0,1407.88,11.3,197.1,0,0,95,5.35,11.47
966,Tours,37243,Savonnières,10.4,6.3,27530.0,4.6,199.64,8.9,24.1,0,0,95,520.2,319.67
967,Tours,37261,Tours,12.7,10.3,21250.0,18.0,3967.09,21.5,118.6,1,0,95,,
968,Tours,37272,Villandry,10.4,6.5,26000.0,5.3,63.82,8.5,19.9,0,0,95,26.89,26.05
969,Tours,37099,Druye,9.5,6.6,24340.0,4.8,42.49,11.1,8.1,0,0,95,20.44,20.71
970,Tours,37195,La Riche,12.3,5.8,21670.0,17.1,1259.15,19.4,134.4,0,0,95,5.87,11.07
